,reward_0.0001,steps_0.0001,end_0.0001,reward_0.0005,steps_0.0005,end_0.0005,reward_0.001,steps_0.001,end_0.001,reward_0.005,steps_0.005,end_0.005
107,-181.5,164,2.0,-105.5,12,2.0,-104.0,9,1.0,-139.5,80,1.0
108,-254.5,310,2.0,-115.0,31,2.0,-101.0,3,1.0,-109.5,20,1.0
109,-117.5,36,2.0,-125.5,52,1.0,-186.5,174,1.0,-126.0,53,1.0
110,-141.0,83,2.0,-106.5,14,1.0,4998.5,4,0.0,4979.5,42,0.0
111,-100.0,1,1.0,-102.5,6,2.0,-104.5,10,2.0,-115.0,31,1.0
112,-110.5,22,2.0,-126.5,54,1.0,-149.5,100,1.0,-100.0,1,1.0
113,-101.0,3,2.0,-117.5,36,2.0,-104.5,10,2.0,-110.0,21,2.0
114,-107.5,16,1.0,-100.5,2,2.0,-124.5,50,2.0,-163.5,128,2.0
115,-369.5,540,2.0,-163.5,128,2.0,-238.0,277,2.0,-112.0,25,1.0
116,-124.0,49,2.0,-110.5,22,2.0,-110.5,22,2.0,-112.5,26,2.0
117,4992.0,17,0.0,-100.5,2,2.0,-124.5,50,2.0,-102.5,6,1.0
118,-137.0,75,1.0,-124.5,50,2.0,-234.0,269,2.0,-102.0,5,1.0
119,-112.0,25,2.0,4972.0,57,0.0,-109.0,19,2.0,-416.5,634,1.0
120,-115.0,31,1.0,-280.5,362,2.0,-155.0,111,2.0,-138.0,77,2.0
121,-109.5,20,2.0,4912.0,177,0.0,4999.0,3,0.0,-173.5,148,2.0
122,4898.5,204,0.0,-153.5,108,2.0,-122.0,45,2.0,-140.5,82,1.0
123,-104.0,9,2.0,-142.0,85,1.0,-214.0,229,2.0,-130.5,62,1.0
124,-101.5,4,1.0,-110.0,21,2.0,-204.0,209,2.0,-130.5,62,1.0
125,-138.0,77,1.0,4999.0,3,0.0,-100.0,1,2.0,-102.0,5,2.0
126,-125.5,52,2.0,-104.5,10,1.0,-139.0,79,2.0,4991.5,18,0.0
127,-275.0,351,2.0,-160.5,122,1.0,-107.5,16,1.0,4979.0,43,0.0
128,-207.0,215,2.0,-130.5,62,1.0,-111.0,23,1.0,-108.5,18,2.0
129,-106.0,13,1.0,-174.0,149,1.0,-107.5,16,1.0,-123.5,48,2.0
130,-102.0,5,1.0,-131.0,63,1.0,-116.0,33,1.0,-149.5,100,2.0
131,-108.5,18,1.0,-196.0,193,2.0,-102.0,5,2.0,-102.0,5,1.0
132,-156.0,113,1.0,-170.0,141,2.0,-136.5,74,1.0,-167.5,136,1.0
133,-143.0,87,2.0,-100.5,2,2.0,-101.0,3,1.0,-114.0,29,2.0
134,4989.0,23,0.0,-150.5,102,1.0,-101.0,3,1.0,-110.5,22,1.0
135,-150.0,101,2.0,5000.0,1,0.0,-100.0,1,2.0,-105.5,12,1.0
136,-144.0,89,2.0,-121.5,44,2.0,4994.5,12,0.0,-102.0,5,2.0
137,-102.5,6,2.0,-157.0,115,2.0,-110.0,21,1.0,-103.5,8,2.0
138,-245.0,291,2.0,-100.0,1,2.0,-207.0,215,1.0,-137.0,75,2.0
139,-244.5,290,1.0,-112.5,26,2.0,-112.0,25,2.0,-106.0,13,1.0
140,4992.5,16,0.0,-154.5,110,1.0,-104.0,9,2.0,-102.5,6,2.0
141,4901.5,198,0.0,-129.5,60,1.0,-119.0,39,1.0,-149.0,99,2.0
142,-212.0,225,2.0,-390.5,582,1.0,-115.0,31,2.0,-104.0,9,2.0
143,-108.5,18,2.0,-165.5,132,1.0,-198.0,197,2.0,-156.0,113,2.0
144,-134.0,69,2.0,-139.5,80,1.0,-112.0,25,1.0,-119.0,39,2.0
145,-138.0,77,2.0,-102.0,5,2.0,-147.5,96,1.0,4994.5,12,0.0
146,-101.0,3,2.0,-126.5,54,2.0,-206.5,214,1.0,-113.5,28,1.0
147,-137.0,75,2.0,-168.0,137,2.0,-100.0,1,2.0,-104.0,9,2.0
148,-126.5,54,2.0,-102.5,6,1.0,4730.0,541,0.0,-115.0,31,1.0
149,-119.5,40,1.0,-100.0,1,1.0,-106.5,14,1.0,-100.5,2,2.0
150,-128.0,57,2.0,-105.5,12,2.0,-111.5,24,1.0,-109.0,19,2.0
151,-121.5,44,1.0,-122.0,45,1.0,-192.0,185,1.0,-124.0,49,1.0
152,-107.0,15,2.0,-161.5,124,1.0,-110.0,21,1.0,-116.5,34,2.0
153,-182.5,166,1.0,-195.0,191,1.0,-111.5,24,1.0,-145.0,91,2.0
154,-105.0,11,1.0,-101.5,4,2.0,-344.5,490,1.0,-146.0,93,1.0
155,-109.5,20,1.0,-107.0,15,1.0,-158.5,118,1.0,-704.0,1209,2.0
156,-126.0,53,2.0,-101.0,3,2.0,-123.5,48,2.0,4954.0,93,0.0
157,-187.5,176,2.0,-141.5,84,1.0,-149.5,100,1.0,-343.5,488,2.0
158,-153.0,107,1.0,-279.0,359,1.0,-104.0,9,1.0,4951.0,99,0.0
159,-141.5,84,2.0,-150.5,102,1.0,-103.5,8,1.0,-102.0,5,2.0
160,-143.5,88,2.0,-196.5,194,2.0,-100.0,1,2.0,-117.5,36,1.0
161,-276.0,353,1.0,-127.0,55,2.0,-160.0,121,1.0,-162.0,125,1.0
162,-101.0,3,2.0,-125.5,52,2.0,-113.5,28,1.0,-100.0,1,2.0
163,-158.5,118,1.0,4980.5,40,0.0,-106.5,14,1.0,-198.5,198,2.0
164,-108.5,18,1.0,4985.0,31,0.0,-171.5,144,1.0,-337.0,475,2.0
165,-237.5,276,2.0,-106.5,14,1.0,-137.5,76,2.0,-107.5,16,1.0
166,-881.0,1563,1.0,-140.0,81,1.0,-103.0,7,2.0,-111.5,24,1.0
167,-120.0,41,2.0,4996.5,8,0.0,-106.5,14,2.0,-164.0,129,1.0
168,-133.5,68,2.0,-444.5,690,1.0,-295.5,392,1.0,-108.5,18,2.0
169,-129.0,59,1.0,-101.0,3,1.0,-116.0,33,2.0,-188.0,177,1.0
170,-115.0,31,1.0,4988.5,24,0.0,4903.5,194,0.0,-106.5,14,2.0
171,-104.5,10,2.0,-114.0,29,1.0,-101.5,4,1.0,-114.0,29,1.0
172,-636.0,1073,2.0,-136.5,74,1.0,4984.5,32,0.0,-162.0,125,2.0
173,-142.0,85,2.0,-101.5,4,1.0,-195.0,191,1.0,-100.0,1,2.0
174,-720.5,1242,1.0,-101.5,4,2.0,-185.0,171,2.0,-104.0,9,2.0
175,5000.0,1,0.0,-100.0,1,2.0,-134.0,69,1.0,-154.0,109,2.0
176,-272.0,345,1.0,-107.0,15,2.0,-211.5,224,1.0,-129.0,59,2.0
177,-103.5,8,1.0,-167.0,135,2.0,4934.0,133,0.0,4947.0,107,0.0
178,-105.0,11,1.0,-246.5,294,1.0,-107.5,16,2.0,-105.5,12,1.0
179,-110.5,22,1.0,-101.5,4,2.0,-171.0,143,1.0,-199.5,200,2.0
180,-113.5,28,1.0,-179.5,160,1.0,-232.0,265,1.0,-136.5,74,2.0
181,-100.5,2,1.0,4915.0,171,0.0,-119.0,39,2.0,4996.0,9,0.0
182,-115.0,31,1.0,-102.0,5,1.0,-146.0,93,1.0,-154.5,110,2.0
183,-106.0,13,1.0,-109.5,20,1.0,-116.5,34,1.0,-104.0,9,2.0
184,-113.0,27,1.0,-147.0,95,1.0,-189.0,179,1.0,-113.5,28,1.0
185,-126.0,53,2.0,-104.0,9,1.0,-150.5,102,2.0,-116.5,34,2.0
186,-142.5,86,2.0,-110.0,21,1.0,-103.0,7,1.0,-106.5,14,2.0
187,-150.5,102,1.0,-107.0,15,1.0,-136.0,73,2.0,-148.5,98,2.0
188,-128.5,58,1.0,4939.5,122,0.0,-140.5,82,2.0,-148.5,98,1.0
189,-120.5,42,1.0,-159.5,120,1.0,-100.0,1,2.0,-167.5,136,1.0
190,-101.5,4,2.0,-139.5,80,2.0,-206.5,214,2.0,-101.0,3,1.0
191,-103.0,7,1.0,-178.0,157,2.0,4956.5,88,0.0,-112.5,26,2.0
192,-115.5,32,1.0,-115.0,31,2.0,-130.0,61,1.0,-111.0,23,1.0
193,-126.0,53,1.0,4953.5,94,0.0,-230.5,262,1.0,-277.5,356,2.0
194,-244.0,289,2.0,-110.0,21,1.0,-146.5,94,2.0,-238.0,277,2.0
195,-118.5,38,2.0,-394.0,589,1.0,-136.5,74,1.0,-157.0,115,2.0
196,4989.0,23,0.0,-104.0,9,1.0,-126.5,54,2.0,-163.5,128,2.0
197,-131.0,63,1.0,-204.5,210,1.0,4952.5,96,0.0,-154.5,110,2.0
198,-111.5,24,2.0,-107.0,15,2.0,-150.5,102,1.0,4999.0,3,0.0
199,5000.0,1,0.0,-109.5,20,1.0,-189.0,179,2.0,-243.5,288,1.0
200,-121.5,44,1.0,-143.5,88,1.0,-103.5,8,2.0,-319.0,439,2.0
201,4963.0,75,0.0,-111.0,23,1.0,-108.0,17,2.0,-133.5,68,2.0
202,-134.5,70,2.0,-154.0,109,1.0,-104.0,9,1.0,-147.0,95,2.0
203,-123.5,48,2.0,4990.5,20,0.0,-136.5,74,2.0,-109.0,19,2.0
204,-108.0,17,1.0,4955.0,91,0.0,-102.0,5,2.0,-100.5,2,2.0
205,-103.5,8,1.0,-119.5,40,2.0,4999.0,3,0.0,-102.0,5,1.0
206,-118.5,38,2.0,-101.0,3,1.0,4999.5,2,0.0,-144.0,89,2.0
207,-109.5,20,2.0,-128.5,58,1.0,-103.5,8,2.0,-138.0,77,1.0
208,-120.0,41,1.0,-119.5,40,1.0,-118.5,38,2.0,-662.0,1125,2.0
209,-104.5,10,2.0,-126.5,54,2.0,-232.0,265,1.0,-101.5,4,2.0
210,-134.0,69,2.0,-147.0,95,1.0,-100.5,2,2.0,-100.5,2,2.0
211,-105.0,11,1.0,4959.5,82,0.0,-112.0,25,1.0,-116.0,33,2.0
212,-122.5,46,2.0,-213.0,227,1.0,-165.5,132,1.0,-187.5,176,1.0
213,-169.0,139,2.0,-167.0,135,1.0,-103.0,7,2.0,-1000.0,2000,
214,-108.5,18,2.0,-107.0,15,1.0,-105.0,11,1.0,-206.0,213,2.0
215,-196.5,194,1.0,4935.0,131,0.0,-114.0,29,2.0,-133.0,67,2.0
216,-109.0,19,2.0,5000.0,1,0.0,-100.0,1,1.0,-148.0,97,2.0
217,-179.0,159,1.0,-113.0,27,2.0,-337.5,476,1.0,-523.5,848,1.0
218,-100.0,1,2.0,-113.5,28,2.0,-282.5,366,2.0,-204.5,210,1.0
219,-146.5,94,1.0,-161.0,123,1.0,-108.0,17,2.0,-110.0,21,1.0
220,-112.5,26,2.0,-178.0,157,2.0,4993.5,14,0.0,-314.5,430,1.0
221,-104.5,10,2.0,-265.0,331,1.0,-123.5,48,2.0,-106.5,14,2.0
222,-114.5,30,1.0,4974.0,53,0.0,-114.5,30,1.0,-226.0,253,1.0
223,-164.5,130,2.0,-450.0,701,2.0,4995.0,11,0.0,-113.5,28,1.0
224,-143.5,88,2.0,4986.0,29,0.0,-124.0,49,1.0,-140.5,82,2.0
225,-164.0,129,1.0,-183.0,167,2.0,-102.0,5,1.0,-100.5,2,2.0
226,-144.5,90,1.0,-117.5,36,1.0,-103.5,8,2.0,4995.0,11,0.0
227,-144.0,89,2.0,-111.0,23,2.0,-100.5,2,1.0,-105.0,11,1.0
228,-119.5,40,1.0,-202.5,206,1.0,-101.0,3,2.0,-114.0,29,2.0
229,4985.5,30,0.0,-104.5,10,2.0,-108.0,17,2.0,-152.5,106,1.0
230,-125.0,51,2.0,-161.0,123,2.0,4976.0,49,0.0,4994.0,13,0.0
231,-104.0,9,2.0,-107.0,15,1.0,-277.5,356,1.0,4976.5,48,0.0
232,-137.0,75,1.0,-122.5,46,2.0,-355.0,511,1.0,-177.5,156,2.0
233,-338.0,477,2.0,-110.5,22,1.0,-164.0,129,1.0,-221.5,244,2.0
234,-111.5,24,1.0,-141.0,83,2.0,-111.0,23,1.0,-123.5,48,2.0
235,4988.5,24,0.0,-107.0,15,2.0,4996.0,9,0.0,-100.5,2,1.0
236,-101.5,4,1.0,-100.5,2,2.0,-139.0,79,2.0,-134.5,70,2.0
237,-114.0,29,1.0,-137.5,76,2.0,-263.5,328,1.0,-358.0,517,2.0
238,-123.5,48,2.0,-502.0,805,1.0,-114.0,29,2.0,-141.0,83,2.0
239,-178.5,158,2.0,4992.0,17,0.0,-188.0,177,2.0,-124.5,50,2.0
240,-120.0,41,1.0,-128.0,57,1.0,-104.0,9,2.0,-125.5,52,1.0
241,-104.0,9,1.0,-123.5,48,2.0,-107.0,15,2.0,-197.5,196,1.0
242,-103.0,7,1.0,5000.0,1,0.0,-109.5,20,2.0,-124.5,50,2.0
243,-106.5,14,2.0,-102.5,6,2.0,-117.5,36,2.0,-115.5,32,2.0
244,-118.5,38,1.0,-137.0,75,2.0,-100.0,1,2.0,-100.5,2,2.0
245,-176.0,153,2.0,-112.0,25,1.0,-209.5,220,2.0,-100.5,2,1.0
246,-229.0,259,1.0,-100.0,1,1.0,-158.5,118,1.0,-101.0,3,1.0
247,-128.5,58,1.0,-137.0,75,1.0,-116.5,34,1.0,-103.5,8,2.0
248,-100.0,1,2.0,-123.0,47,1.0,-266.5,334,1.0,-107.0,15,2.0
249,-120.0,41,1.0,-208.5,218,1.0,-109.5,20,1.0,-139.0,79,2.0
250,-101.0,3,2.0,4999.0,3,0.0,-100.0,1,1.0,-105.0,11,2.0
251,4992.0,17,0.0,-102.5,6,2.0,-105.0,11,1.0,-232.0,265,2.0
252,4981.5,38,0.0,-114.5,30,2.0,-112.0,25,1.0,-125.0,51,1.0
253,-103.0,7,2.0,-182.5,166,1.0,-141.5,84,1.0,-101.5,4,2.0
254,-109.0,19,1.0,4961.0,79,0.0,-105.0,11,2.0,-102.0,5,1.0
255,-106.5,14,2.0,-108.5,18,1.0,-164.5,130,2.0,4919.5,162,0.0
256,-141.5,84,1.0,-164.5,130,1.0,-112.5,26,2.0,-112.0,25,1.0
257,-142.5,86,1.0,-142.5,86,2.0,-100.5,2,2.0,-151.5,104,1.0
258,-106.5,14,1.0,-188.5,178,1.0,-103.0,7,1.0,-136.5,74,1.0
259,-101.0,3,2.0,-163.0,127,2.0,-130.0,61,1.0,-188.0,177,2.0
260,-113.0,27,2.0,4982.5,36,0.0,-103.0,7,1.0,-100.5,2,2.0
261,-163.5,128,2.0,-169.5,140,2.0,-100.5,2,1.0,-103.5,8,2.0
262,-103.5,8,1.0,-221.5,244,1.0,4993.5,14,0.0,4811.0,379,0.0
263,-100.5,2,2.0,-110.0,21,2.0,-220.0,241,1.0,-100.0,1,1.0
264,-117.5,36,1.0,-148.0,97,2.0,4974.0,53,0.0,-109.5,20,2.0
265,-121.5,44,2.0,-205.0,211,1.0,-111.5,24,1.0,-112.5,26,2.0
266,-165.5,132,1.0,-118.0,37,2.0,-181.0,163,2.0,-100.0,1,2.0
267,4871.0,259,0.0,-209.0,219,1.0,-130.5,62,1.0,-121.5,44,2.0
268,4994.5,12,0.0,-123.0,47,1.0,-153.0,107,1.0,-111.5,24,1.0
269,-134.0,69,1.0,-156.0,113,1.0,-149.5,100,1.0,-200.5,202,1.0
270,-111.0,23,1.0,4977.5,46,0.0,-173.5,148,1.0,-130.0,61,2.0
271,-120.0,41,1.0,-150.5,102,1.0,-100.5,2,2.0,-335.0,471,2.0
272,-209.0,219,2.0,4955.0,91,0.0,-184.5,170,1.0,-145.0,91,1.0
273,4994.0,13,0.0,4996.0,9,0.0,-138.0,77,2.0,-143.5,88,1.0
274,-252.5,306,2.0,-178.0,157,1.0,-106.5,14,1.0,-108.0,17,1.0
275,-116.0,33,2.0,-146.5,94,2.0,4958.0,85,0.0,-108.5,18,2.0
276,-501.0,803,1.0,-107.0,15,1.0,-137.5,76,1.0,-112.0,25,1.0
277,-124.5,50,2.0,-101.0,3,1.0,-100.0,1,1.0,-121.5,44,1.0
278,4944.0,113,0.0,-135.0,71,2.0,-140.0,81,1.0,-116.5,34,1.0
279,4885.0,231,0.0,-149.0,99,2.0,-108.5,18,2.0,-116.0,33,2.0
280,-118.5,38,1.0,-113.5,28,2.0,-157.5,116,1.0,-112.5,26,2.0
281,-162.0,125,2.0,-166.0,133,1.0,-241.5,284,1.0,4959.0,83,0.0
282,-245.0,291,1.0,-127.0,55,2.0,-121.0,43,2.0,4964.5,72,0.0
283,-129.0,59,1.0,-253.0,307,1.0,-239.0,279,1.0,-240.0,281,1.0
284,-113.0,27,1.0,-122.5,46,2.0,-112.0,25,1.0,-265.0,331,1.0
285,-154.5,110,2.0,-531.0,863,1.0,-104.5,10,2.0,-196.5,194,2.0
286,-157.5,116,1.0,-100.5,2,2.0,4972.0,57,0.0,-116.5,34,2.0
287,-517.0,835,1.0,-100.5,2,1.0,-106.0,13,2.0,-123.5,48,1.0
288,-241.5,284,2.0,-110.0,21,2.0,-100.5,2,1.0,-115.0,31,2.0
289,-178.5,158,2.0,-103.0,7,1.0,-115.5,32,1.0,4988.0,25,0.0
290,-152.0,105,1.0,-104.0,9,2.0,-111.5,24,1.0,-118.0,37,1.0
291,-108.0,17,1.0,-118.5,38,1.0,-181.5,164,1.0,-196.5,194,1.0
292,-117.0,35,2.0,-104.0,9,1.0,-107.0,15,1.0,-184.5,170,2.0
293,4985.5,30,0.0,4965.5,70,0.0,-101.0,3,1.0,-102.5,6,2.0
294,-103.0,7,1.0,-124.0,49,1.0,-101.0,3,1.0,-100.0,1,1.0
295,-107.0,15,2.0,-106.5,14,1.0,-117.0,35,2.0,4943.5,114,0.0
