,reward_0.001,steps_0.001,end_0.001,reward_0.005,steps_0.005,end_0.005,reward_0.01,steps_0.01,end_0.01,reward_0.1,steps_0.1,end_0.1
8539,-106.0,13,1.0,4777.5,446,0.0,4983.0,35,0.0,-112.5,26,1.0
8540,-122.0,45,2.0,4994.0,13,0.0,-113.5,28,2.0,-1000.0,2000,
8541,4966.0,69,0.0,4995.0,11,0.0,4992.0,17,0.0,-1000.0,2000,
8542,4988.5,24,0.0,4989.5,22,0.0,4982.0,37,0.0,-108.5,18,1.0
8543,4995.0,11,0.0,4991.0,19,0.0,4996.0,9,0.0,-108.0,17,1.0
8544,4996.0,9,0.0,4989.0,23,0.0,4992.5,16,0.0,-1000.0,2000,
8545,4991.5,18,0.0,4655.0,691,0.0,4994.0,13,0.0,-198.0,197,2.0
8546,-154.5,110,1.0,4996.5,8,0.0,4989.5,22,0.0,-102.0,5,2.0
8547,4989.0,23,0.0,4985.5,30,0.0,4996.0,9,0.0,4951.5,98,0.0
8548,4996.5,8,0.0,4981.5,38,0.0,4994.0,13,0.0,-412.0,625,1.0
8549,-110.5,22,1.0,-1000.0,2000,,4998.0,5,0.0,-227.0,255,2.0
8550,4999.0,3,0.0,4767.0,467,0.0,4998.5,4,0.0,-1000.0,2000,
8551,4999.5,2,0.0,4961.0,79,0.0,4987.0,27,0.0,-108.0,17,1.0
8552,5000.0,1,0.0,4995.5,10,0.0,4980.0,41,0.0,-109.5,20,2.0
8553,4990.5,20,0.0,4991.0,19,0.0,4988.5,24,0.0,-513.5,828,1.0
8554,4998.0,5,0.0,4983.5,34,0.0,4996.5,8,0.0,-101.0,3,2.0
8555,-116.0,33,1.0,4990.0,21,0.0,4990.5,20,0.0,-136.0,73,2.0
8556,4987.5,26,0.0,4984.0,33,0.0,4972.5,56,0.0,-788.0,1377,1.0
8557,-101.0,3,1.0,4935.5,130,0.0,4997.0,7,0.0,-101.5,4,1.0
8558,-101.5,4,2.0,4998.5,4,0.0,4993.5,14,0.0,-110.0,21,2.0
8559,4995.0,11,0.0,4969.5,62,0.0,4993.5,14,0.0,-117.5,36,1.0
8560,4811.0,379,0.0,4908.5,184,0.0,4995.0,11,0.0,-104.0,9,2.0
8561,4998.0,5,0.0,-1000.0,2000,,4984.0,33,0.0,-550.0,901,1.0
8562,4996.0,9,0.0,4999.5,2,0.0,4996.0,9,0.0,-188.0,177,2.0
8563,-114.0,29,1.0,-116.0,33,2.0,4996.5,8,0.0,-115.0,31,1.0
8564,4977.0,47,0.0,4125.0,1751,0.0,-114.0,29,2.0,-1000.0,2000,
8565,-1000.0,2000,,4947.0,107,0.0,4997.5,6,0.0,-1000.0,2000,
8566,-108.5,18,1.0,4997.0,7,0.0,4828.0,345,0.0,-110.5,22,1.0
8567,4998.5,4,0.0,4732.5,536,0.0,4995.5,10,0.0,-778.5,1358,1.0
8568,-1000.0,2000,,4980.0,41,0.0,4935.0,131,0.0,-104.0,9,1.0
8569,4956.0,89,0.0,4595.0,811,0.0,4991.0,19,0.0,-100.5,2,2.0
8570,4988.5,24,0.0,4990.5,20,0.0,4994.5,12,0.0,-100.0,1,1.0
8571,4992.5,16,0.0,4876.5,248,0.0,4974.0,53,0.0,-111.0,23,1.0
8572,4989.5,22,0.0,4995.0,11,0.0,4998.5,4,0.0,-103.5,8,2.0
8573,-1000.0,2000,,4988.5,24,0.0,4996.5,8,0.0,-476.5,754,1.0
8574,4969.5,62,0.0,4985.5,30,0.0,4999.5,2,0.0,-108.0,17,1.0
