,reward_0.4,steps_0.4,end_0.4,reward_0.7,steps_0.7,end_0.7,reward_0.9,steps_0.9,end_0.9,reward_0.999,steps_0.999,end_0.999
45,-189.5,180,2.0,-129.0,59,1.0,-105.0,11,1.0,-126.0,53,2.0
46,-153.5,108,2.0,-228.0,257,1.0,-123.0,47,1.0,-102.0,5,2.0
47,-102.5,6,2.0,-228.0,257,1.0,-134.0,69,2.0,-143.0,87,2.0
48,-106.5,14,2.0,-147.5,96,1.0,-153.5,108,2.0,-126.0,53,2.0
49,-106.5,14,1.0,-103.0,7,2.0,-139.0,79,1.0,-117.5,36,2.0
50,-242.0,285,1.0,-152.5,106,2.0,-221.5,244,1.0,-312.0,425,2.0
51,-116.5,34,2.0,-107.5,16,2.0,-104.5,10,2.0,-184.0,169,2.0
52,-102.5,6,1.0,-148.5,98,2.0,4998.0,5,0.0,-175.5,152,2.0
53,-120.0,41,2.0,-159.5,120,1.0,-113.0,27,2.0,4993.5,14,0.0
54,-102.5,6,2.0,-100.5,2,1.0,-120.5,42,1.0,-115.0,31,2.0
55,-105.0,11,1.0,-154.0,109,1.0,-103.5,8,2.0,-100.5,2,1.0
56,-118.0,37,1.0,-133.5,68,2.0,-116.5,34,1.0,-107.5,16,1.0
57,-107.0,15,1.0,-134.5,70,1.0,-143.0,87,2.0,-111.5,24,1.0
58,-291.5,384,2.0,-177.0,155,1.0,-101.5,4,1.0,-232.5,266,2.0
